# x y stream-function vorticity temperature
# Unflattened from original Fortran order: Do I=1,NQ; Do j=1,NX+2; Do k=1,NY+2
# NQ=3, NX=19, NY=19, total_nodes_x=21, total_nodes_y=21
0.0000000000000000E+00 0.0000000000000000E+00 1.0779917269162359E-15 3.7283316330414193E+04 -6.2872337432039691E+00
0.0000000000000000E+00 5.0000000000000003E-02 6.3197467007822250E-16 3.7283316330414193E+04 1.0000014742052110E+00
0.0000000000000000E+00 1.0000000000000001E-01 -2.6575438491537391E-15 1.7214991330330620E+04 1.0000014742052110E+00
0.0000000000000000E+00 1.5000000000000002E-01 -1.3732640241972960E-15 9.0150770916794863E+03 1.0000014742052110E+00
0.0000000000000000E+00 2.0000000000000001E-01 1.0693181095363521E-15 5.8059551986575734E+03 1.0000014742052110E+00
0.0000000000000000E+00 2.5000000000000000E-01 1.4223783826108889E-15 4.6156321413516234E+03 1.0000014742052110E+00
0.0000000000000000E+00 3.0000000000000004E-01 1.2417672413337489E-16 4.0062502555932319E+03 1.0000014742052110E+00
0.0000000000000000E+00 3.5000000000000003E-01 -2.4801260220877471E-15 3.4093245981416849E+03 1.0000014742052110E+00
0.0000000000000000E+00 4.0000000000000002E-01 -6.4116328349003725E-16 2.7456719920843002E+03 1.0000014742052110E+00
0.0000000000000000E+00 4.5000000000000001E-01 -3.5317885768715307E-17 2.0840633920271230E+03 1.0000014742052110E+00
0.0000000000000000E+00 5.0000000000000000E-01 -1.9161071113018430E-16 1.4709881816880629E+03 1.0000014742052110E+00
0.0000000000000000E+00 5.5000000000000004E-01 -8.8947438010942431E-16 9.0597018080480552E+02 1.0000014742052110E+00
0.0000000000000000E+00 6.0000000000000009E-01 -1.0172662408616810E-15 3.5313393484139300E+02 1.0000014742052110E+00
0.0000000000000000E+00 6.5000000000000002E-01 -6.9324056315312604E-16 -2.4903484980766501E+02 1.0000014742052110E+00
0.0000000000000000E+00 7.0000000000000007E-01 2.3594949778715790E-16 -9.6318351356962467E+02 1.0000014742052110E+00
0.0000000000000000E+00 7.5000000000000000E-01 -2.1864969687243610E-16 -1.7265065951213530E+03 1.0000014742052110E+00
0.0000000000000000E+00 8.0000000000000004E-01 -1.1336367093531599E-15 -1.8392124504468429E+03 1.0000014742052110E+00
0.0000000000000000E+00 8.5000000000000009E-01 -1.2583555345727780E-15 -4.6635312370175239E+02 1.0000014742052110E+00
0.0000000000000000E+00 9.0000000000000002E-01 2.6761497748731272E-16 -5.0574722072496479E+03 1.0000014742052110E+00
0.0000000000000000E+00 9.5000000000000007E-01 1.0436123536530780E-16 -5.6656025776800991E+04 1.0000014742052110E+00
0.0000000000000000E+00 1.0000000000000000E+00 6.0772242273243737E-16 -5.6656035553117807E+04 7.4619602372742726E+00
5.0000000000000003E-02 0.0000000000000000E+00 8.2843210373259590E-16 3.7283316330414193E+04 -1.3574468960613141E+01
5.0000000000000003E-02 5.0000000000000003E-02 1.9055101233558830E+01 -2.8834391063213301E+04 -1.1398918897315010E+01
5.0000000000000003E-02 1.0000000000000001E-01 1.2108049629945921E+01 -5.3706644148265495E+03 -4.8722687074206021E+00
5.0000000000000003E-02 1.5000000000000002E-01 7.3588615795252430E+00 -3.6888691884504641E+02 -2.6135407872935850E+00
5.0000000000000003E-02 2.0000000000000001E-01 5.0377317588105353E+00 4.7864546350364049E+02 -1.5607357023227511E+00
5.0000000000000003E-02 2.5000000000000000E-01 3.9754625833725799E+00 3.0984563304381180E+02 -9.7401863447064618E-01
5.0000000000000003E-02 3.0000000000000004E-01 3.3675103805885809E+00 6.9524161362915237E+01 -5.3953269015129390E-01
5.0000000000000003E-02 3.5000000000000003E-01 2.8350833051162478E+00 -1.4449466785440960E+01 -1.6091162390527800E-01
5.0000000000000003E-02 4.0000000000000002E-01 2.2914866143863550E+00 8.2237264586540793E+00 1.6379673973313130E-01
5.0000000000000003E-02 4.5000000000000001E-01 1.7586633149215261E+00 5.2665045967899999E+01 4.2619320690255857E-01
5.0000000000000003E-02 5.0000000000000000E-01 1.2591356881053131E+00 7.9949198016237972E+01 6.3074768463681330E-01
5.0000000000000003E-02 5.5000000000000004E-01 7.9211026952753982E-01 8.9124228600356957E+01 7.9409152812049477E-01
5.0000000000000003E-02 6.0000000000000009E-01 3.3855004839779862E-01 1.0625222225695821E+02 9.5156495923282602E-01
5.0000000000000003E-02 6.5000000000000002E-01 -1.3103378143019759E-01 1.8358863355512369E+02 1.1801805762012121E+00
5.0000000000000003E-02 7.0000000000000007E-01 -6.4066280259226660E-01 3.8877634674159412E+02 1.6507291699991340E+00
5.0000000000000003E-02 7.5000000000000000E-01 -1.1433466139419859E+00 7.0898139856051876E+02 2.7554933544800289E+00
5.0000000000000003E-02 8.0000000000000004E-01 -1.3568828501433099E+00 4.2190615760156282E+02 5.2512511490197902E+00
5.0000000000000003E-02 8.5000000000000009E-01 -1.4047346966777490E+00 -2.4386569241486309E+03 9.9563509726716557E+00
5.0000000000000003E-02 9.0000000000000002E-01 -5.8529739143454647E+00 -3.9321925612923519E+03 1.8168352985183351E+01
5.0000000000000003E-02 9.5000000000000007E-01 -2.7336551435243031E+01 4.7704330064285561E+04 1.4985027496553339E+01
5.0000000000000003E-02 1.0000000000000000E+00 -2.2385217323447199E-16 -5.6656045329434128E+04 1.3923919000343330E+01
1.0000000000000001E-01 0.0000000000000000E+00 -2.4332715475774291E-16 -2.1496915505166809E+04 -1.2420836171716161E+01
1.0000000000000001E-01 5.0000000000000003E-02 -7.9736245020753271E+00 2.3857132775671031E+04 -1.0546017125937190E+01
1.0000000000000001E-01 1.0000000000000001E-01 8.5915742694876549E+00 -6.5285471686207102E+03 -4.9215599886002330E+00
1.0000000000000001E-01 1.5000000000000002E-01 1.1367447604747699E+01 -4.2126427355547548E+03 -3.4161638039726050E+00
1.0000000000000001E-01 2.0000000000000001E-01 1.0013216566765280E+01 -2.4860882743271932E+03 -2.5754953994092031E+00
1.0000000000000001E-01 2.5000000000000000E-01 8.2712222997860323E+00 -1.6292404466075600E+03 -1.8915347367561759E+00
1.0000000000000001E-01 3.0000000000000004E-01 6.8333060424527403E+00 -1.2350935250597599E+03 -1.2858277983272099E+00
1.0000000000000001E-01 3.5000000000000003E-01 5.6452125574498870E+00 -1.0022801976821020E+03 -7.4461251611456536E-01
1.0000000000000001E-01 4.0000000000000002E-01 4.5927591542669983E+00 -8.0401292223847202E+02 -2.8060627079824391E-01
1.0000000000000001E-01 4.5000000000000001E-01 3.6156935760380349E+00 -6.1374452378913747E+02 1.0004781306670200E-01
1.0000000000000001E-01 5.0000000000000000E-01 2.6856421689694581E+00 -4.2972932122772011E+02 4.0623980270003501E-01
1.0000000000000001E-01 5.5000000000000004E-01 1.7935659197482130E+00 -2.4665986969831900E+02 6.5955005508836229E-01
1.0000000000000001E-01 6.0000000000000009E-01 9.5875426905265559E-01 -5.9110726459107433E+01 9.0188302305871226E-01
1.0000000000000001E-01 6.5000000000000002E-01 2.3694922603990609E-01 1.0798691452633470E+02 1.2116573426023720E+00
1.0000000000000001E-01 7.0000000000000007E-01 -3.1632991917680048E-01 1.5391790481430510E+02 1.7265302297623870E+00
1.0000000000000001E-01 7.5000000000000000E-01 -8.0338725380783649E-01 -9.3891382958965309E+01 2.7015001184114240E+00
1.0000000000000001E-01 8.0000000000000004E-01 -1.8246846645151400E+00 -6.2562374453140399E+02 4.2186652673708211E+00
1.0000000000000001E-01 8.5000000000000009E-01 -4.5057245142878699E+00 1.5417642875483009E+03 2.1645359844090049E+00
1.0000000000000001E-01 9.0000000000000002E-01 -4.5010912216632057E+00 8.6465826837364384E+03 -6.3087222966031318E+00
1.0000000000000001E-01 9.5000000000000007E-01 1.5767596888339581E+01 -3.7706107087499520E+04 4.7010988722087461E+00
1.0000000000000001E-01 1.0000000000000000E+00 5.7310249211225961E-17 3.7774180523732291E+04 8.3710392618127081E+00
1.5000000000000002E-01 0.0000000000000000E+00 4.1438715252164332E-16 1.0641204007377310E+03 -2.8661831942273391E+01
1.5000000000000002E-01 5.0000000000000003E-02 1.0166020532491379E-01 -1.8842563159669610E+03 -2.3336459340576159E+01
1.5000000000000002E-01 1.0000000000000001E-01 5.3854916012929923E+00 3.6859725593699159E+02 -7.3603415354844026E+00
1.5000000000000002E-01 1.5000000000000002E-01 9.2791343111136371E+00 -9.9971952105156538E+02 -3.2721533647124841E+00
1.5000000000000002E-01 2.0000000000000001E-01 9.6874378010670714E+00 -9.2741358615526974E+02 -2.2302168583715858E+00
1.5000000000000002E-01 2.5000000000000000E-01 8.6604343238916019E+00 -7.8678654559458187E+02 -1.6755083597453531E+00
1.5000000000000002E-01 3.0000000000000004E-01 7.3245333420166112E+00 -6.0842187358309468E+02 -1.1483785894936529E+00
1.5000000000000002E-01 3.5000000000000003E-01 6.0954821169762319E+00 -4.9116193596462688E+02 -6.5929459663277445E-01
1.5000000000000002E-01 4.0000000000000002E-01 5.0287854656278377E+00 -4.2362082471907081E+02 -2.4205645809179990E-01
1.5000000000000002E-01 4.5000000000000001E-01 4.0602926843622349E+00 -3.6634649160710723E+02 1.0265783012146980E-01
