# x y stream-function vorticity temperature
# Unflattened from original Fortran order: Do I=1,NQ; Do j=1,NX+2; Do k=1,NY+2
# NQ=3, NX=19, NY=19, total_nodes_x=21, total_nodes_y=21
0.0000000000000000E+00 0.0000000000000000E+00 1.1519648082658480E-19 4.8308077215198347E+04 -3.9147372322759471E+00
0.0000000000000000E+00 5.0000000000000003E-02 2.3716922523120409E-20 4.8308077215198347E+04 1.0000000000000000E+00
0.0000000000000000E+00 1.0000000000000001E-01 1.1350241493207620E-19 8.6415441898160589E+03 1.0000000000000000E+00
0.0000000000000000E+00 1.5000000000000002E-01 1.0164395367051600E-20 1.3887456237245181E+03 1.0000000000000000E+00
0.0000000000000000E+00 2.0000000000000001E-01 4.4045713257223618E-20 1.6475755589591370E+03 1.0000000000000000E+00
0.0000000000000000E+00 2.5000000000000000E-01 -3.5744790374131469E-19 2.9745854705645479E+03 1.0000000000000000E+00
0.0000000000000000E+00 3.0000000000000004E-01 1.6432439176733429E-19 3.3067481991899931E+03 1.0000000000000000E+00
0.0000000000000000E+00 3.5000000000000003E-01 8.3009228830921433E-20 3.1925433404148748E+03 1.0000000000000000E+00
0.0000000000000000E+00 4.0000000000000002E-01 -8.8091426514447235E-20 3.0531236501923968E+03 1.0000000000000000E+00
0.0000000000000000E+00 4.5000000000000001E-01 6.7762635780344027E-20 2.9470225623496758E+03 1.0000000000000000E+00
0.0000000000000000E+00 5.0000000000000000E-01 -6.6237976475286287E-19 2.8431975422601472E+03 1.0000000000000000E+00
0.0000000000000000E+00 5.5000000000000004E-01 1.0791199748019790E-18 2.7158583626481109E+03 1.0000000000000000E+00
0.0000000000000000E+00 6.0000000000000009E-01 -2.1751806085490429E-18 2.5507033597702898E+03 1.0000000000000000E+00
0.0000000000000000E+00 6.5000000000000002E-01 1.0147454708106520E-18 2.3371331985757261E+03 1.0000000000000000E+00
0.0000000000000000E+00 7.0000000000000007E-01 -7.0303734622106928E-19 2.0662917485176731E+03 1.0000000000000000E+00
0.0000000000000000E+00 7.5000000000000000E-01 -1.1180834903756760E-19 1.7361376774798141E+03 1.0000000000000000E+00
0.0000000000000000E+00 8.0000000000000004E-01 1.0723437112239440E-18 1.3590900072980810E+03 1.0000000000000000E+00
0.0000000000000000E+00 8.5000000000000009E-01 -1.1451885446878141E-18 9.6343209570909380E+02 1.0000000000000000E+00
0.0000000000000000E+00 9.0000000000000002E-01 1.3383120566617949E-18 5.7935322935551460E+02 1.0000000000000000E+00
0.0000000000000000E+00 9.5000000000000007E-01 -5.3075084474954459E-18 2.0849340761953471E+02 1.0000000000000000E+00
0.0000000000000000E+00 1.0000000000000000E+00 -3.4186249751183562E-18 2.0849348561580439E+02 9.7471337229677613E-01
5.0000000000000003E-02 0.0000000000000000E+00 1.5924219408380851E-19 4.8308077215198347E+04 -8.8294744645518950E+00
5.0000000000000003E-02 5.0000000000000003E-02 2.3487113380813032E+01 -4.0247083996374589E+04 -9.0680595441385474E+00
5.0000000000000003E-02 1.0000000000000001E-01 7.5763550700153370E+00 9.0016324650156537E+02 -9.7838147828985029E+00
5.0000000000000003E-02 1.5000000000000002E-01 2.5424993353530261E+00 3.3245069755445061E+03 -6.4000454133295808E+00
5.0000000000000003E-02 2.0000000000000001E-01 1.8347197781640570E+00 1.1081762184460861E+03 -3.7145321499164661E+00
5.0000000000000003E-02 2.5000000000000000E-01 2.2402445474450059E+00 -5.7258418749584632E+02 -2.0774843616527070E+00
