# x y stream-function vorticity temperature
# Unflattened from original Fortran order: Do I=1,NQ; Do j=1,NX+2; Do k=1,NY+2
# NQ=3, NX=19, NY=19, total_nodes_x=21, total_nodes_y=21
0.0000000000000000E+00 0.0000000000000000E+00 0.0000000000000000E+00 4.8497874872338398E+04 -3.9348399335806890E+00
0.0000000000000000E+00 5.0000000000000003E-02 1.6940658945086011E-21 4.8497874872338398E+04 1.0000000000000000E+00
0.0000000000000000E+00 1.0000000000000001E-01 0.0000000000000000E+00 8.5191756553566738E+03 1.0000000000000000E+00
0.0000000000000000E+00 1.5000000000000002E-01 -1.6940658945086011E-21 1.2998264870022631E+03 1.0000000000000000E+00
0.0000000000000000E+00 2.0000000000000001E-01 0.0000000000000000E+00 1.6042032530070560E+03 1.0000000000000000E+00
0.0000000000000000E+00 2.5000000000000000E-01 -1.6940658945086011E-21 2.8585376799819719E+03 1.0000000000000000E+00
0.0000000000000000E+00 3.0000000000000004E-01 1.6940658945086011E-21 3.0322197348705258E+03 1.0000000000000000E+00
0.0000000000000000E+00 3.5000000000000003E-01 -1.6940658945086011E-21 2.7053059804948630E+03 1.0000000000000000E+00
0.0000000000000000E+00 4.0000000000000002E-01 -1.6940658945086011E-21 2.2807978759056209E+03 1.0000000000000000E+00
0.0000000000000000E+00 4.5000000000000001E-01 0.0000000000000000E+00 1.8070908557416660E+03 1.0000000000000000E+00
0.0000000000000000E+00 5.0000000000000000E-01 1.6940658945086011E-21 1.2689712841865639E+03 1.0000000000000000E+00
0.0000000000000000E+00 5.5000000000000004E-01 1.6940658945086011E-21 6.7190922563475374E+02 1.0000000000000000E+00
0.0000000000000000E+00 6.0000000000000009E-01 0.0000000000000000E+00 1.3782371105271640E+01 1.0000000000000000E+00
0.0000000000000000E+00 6.5000000000000002E-01 0.0000000000000000E+00 -7.5219930810899348E+02 1.0000000000000000E+00
0.0000000000000000E+00 7.0000000000000007E-01 -1.6940658945086011E-21 -1.7062260955389720E+03 1.0000000000000000E+00
0.0000000000000000E+00 7.5000000000000000E-01 1.6940658945086011E-21 -2.9401071350957868E+03 1.0000000000000000E+00
0.0000000000000000E+00 8.0000000000000004E-01 0.0000000000000000E+00 -4.5268636606108475E+03 1.0000000000000000E+00
0.0000000000000000E+00 8.5000000000000009E-01 0.0000000000000000E+00 -6.2767534105115601E+03 1.0000000000000000E+00
0.0000000000000000E+00 9.0000000000000002E-01 -3.3881317890172010E-21 -7.0627457636075806E+03 1.0000000000000000E+00
0.0000000000000000E+00 9.5000000000000007E-01 0.0000000000000000E+00 -4.4041151246833078E+03 1.0000000000000000E+00
0.0000000000000000E+00 1.0000000000000000E+00 1.6940658945086011E-21 -4.4041161483276219E+03 4.0091868183958272E+00
5.0000000000000003E-02 0.0000000000000000E+00 0.0000000000000000E+00 4.8497874872338398E+04 -8.8696798671613788E+00
5.0000000000000003E-02 5.0000000000000003E-02 2.3570079962338738E+01 -4.0427559520927280E+04 -9.1273739634122322E+00
5.0000000000000003E-02 1.0000000000000001E-01 7.5103240392228621E+00 9.8642584624129847E+02 -9.9004562521647888E+00
5.0000000000000003E-02 1.5000000000000002E-01 2.4762302903806002E+00 3.3432995457951238E+03 -6.4539657115801399E+00
5.0000000000000003E-02 2.0000000000000001E-01 1.7860443241897961E+00 1.0780997442935550E+03 -3.7185446494665051E+00
5.0000000000000003E-02 2.5000000000000000E-01 2.1456306099837441E+00 -5.6756204947041681E+02 -2.0110268052637710E+00
5.0000000000000003E-02 3.0000000000000004E-01 2.1980308791231149E+00 -7.8916551706099256E+02 -8.3910240407209791E-01
5.0000000000000003E-02 3.5000000000000003E-01 2.0175999705579128E+00 -5.6837217596072844E+02 -1.4389225258145341E-01
5.0000000000000003E-02 4.0000000000000002E-01 1.7634043742652330E+00 -3.2942537970319012E+02 2.6242861615213348E-01
5.0000000000000003E-02 4.5000000000000001E-01 1.4480645552039859E+00 -1.3882688256741011E+02 5.2228421504534472E-01
5.0000000000000003E-02 5.0000000000000000E-01 1.0533837095372860E+00 -9.8217408275134570E+00 7.0910010528551581E-01
5.0000000000000003E-02 5.5000000000000004E-01 5.7867337857805223E-01 4.4997615927873149E+01 8.6491712271523591E-01
5.0000000000000003E-02 6.0000000000000009E-01 2.5889403427209121E-02 3.4569824163004220E+01 1.0319780954514060E+00
5.0000000000000003E-02 6.5000000000000002E-01 -6.2448417851469917E-01 5.6366324492971573E+00 1.2635711946231489E+00
5.0000000000000003E-02 7.0000000000000007E-01 -1.4083716316538379E+00 3.2360375843318991E+01 1.6107821818971280E+00
5.0000000000000003E-02 7.5000000000000000E-01 -2.3563270226596340E+00 2.2502958434609150E+02 2.1186860091757831E+00
5.0000000000000003E-02 8.0000000000000004E-01 -3.4537746561107929E+00 7.6466839358900256E+02 2.8549930907095571E+00
5.0000000000000003E-02 8.5000000000000009E-01 -4.4813351430705266E+00 1.7983027981839150E+03 3.9171886968722029E+00
